REG;COM;IND;value
Uusimaa;01 Maatalous ja metsästys;01 Maatalous ja metsästys;3.292886972427368
Uusimaa;02_03 Metsätalous ja kalatalous;01 Maatalous ja metsästys;0.1232306957244873
Uusimaa;05_09 Kaivostoiminta ja louhinta;01 Maatalous ja metsästys;0.0075698657892644405
Uusimaa;10_12 Elintarviketeollisuus ym.;01 Maatalous ja metsästys;12.87730598449707
Uusimaa;13_15 Tekstiili-, vaatetus- ja nahkateollisuus;01 Maatalous ja metsästys;0.022136317566037178
Uusimaa;16 Puuteollisuus;01 Maatalous ja metsästys;0.016439246013760567
Uusimaa;17_18 Paperiteollisuus ja painaminen;01 Maatalous ja metsästys;0.4777612090110779
Uusimaa;19_22 Kemianteollisuus;01 Maatalous ja metsästys;14.583426475524902
Uusimaa;23 Rakennusaineteollisuus;01 Maatalous ja metsästys;0.1473003476858139
Uusimaa;24_25 Metallien jalostus ja metallituotteiden valmistus (pl. koneet ja laitteet);01 Maatalous ja metsästys;0.5554134249687195
Uusimaa;26_27 Sähkö- ja elektroniikkateollisuus;01 Maatalous ja metsästys;3.2282488346099854
Uusimaa;28 Muiden koneiden ja laitteiden valmistus;01 Maatalous ja metsästys;1.6525993347167969
Uusimaa;29_30 Kulkuneuvojen valmistus;01 Maatalous ja metsästys;0.020326493307948112
Uusimaa;31_33 Huonekalujen valmistus: Muu teollinen valmistus: Koneiden ja laitteiden korjaus, huolto ja ase;01 Maatalous ja metsästys;1.280881643295288
Uusimaa;35_39 Energiahuolto: Vesi- ja jätehuolto;01 Maatalous ja metsästys;4.756598472595215
Uusimaa;41_43 Rakentaminen;01 Maatalous ja metsästys;13.431741714477539
Uusimaa;45_47 Tukku- ja vähittäiskauppa, moottoriajoneuvojen ja moottoripyörien korjaus;01 Maatalous ja metsästys;26.63163948059082
Uusimaa;49_53 Kuljetus ja varastointi;01 Maatalous ja metsästys;2.3007824420928955
Uusimaa;55_56 Majoitus- ja ravitsemistoiminta;01 Maatalous ja metsästys;0.18578597903251648
Uusimaa;58_63 Kustannustoiminta: Audiovisuaalinen toiminta: Televiestintä: Tietojenkäsittelypalvelu;01 Maatalous ja metsästys;1.5375601053237915
Uusimaa;64_66 Rahoitus- ja vakuutustoiminta;01 Maatalous ja metsästys;3.2024550437927246
