REG;COM;IND;value
Uusimaa;01 Maatalous ja metsästys;01 Maatalous ja metsästys;29.85250473022461
Uusimaa;02_03 Metsätalous ja kalatalous;01 Maatalous ja metsästys;0.4734867811203003
Uusimaa;05_09 Kaivostoiminta ja louhinta;01 Maatalous ja metsästys;0.1175011396408081
Uusimaa;10_12 Elintarviketeollisuus ym.;01 Maatalous ja metsästys;23.801040649414062
Uusimaa;13_15 Tekstiili-, vaatetus- ja nahkateollisuus;01 Maatalous ja metsästys;0.03603203594684601
Uusimaa;16 Puuteollisuus;01 Maatalous ja metsästys;0.04412028566002846
Uusimaa;17_18 Paperiteollisuus ja painaminen;01 Maatalous ja metsästys;0.18870380520820618
Uusimaa;19_22 Kemianteollisuus;01 Maatalous ja metsästys;33.18475341796875
Uusimaa;23 Rakennusaineteollisuus;01 Maatalous ja metsästys;0.1405971199274063
Uusimaa;24_25 Metallien jalostus ja metallituotteiden valmistus (pl. koneet ja laitteet);01 Maatalous ja metsästys;0.9861103296279907
Uusimaa;26_27 Sähkö- ja elektroniikkateollisuus;01 Maatalous ja metsästys;0.0052265021950006485
Uusimaa;28 Muiden koneiden ja laitteiden valmistus;01 Maatalous ja metsästys;1.481589436531067
Uusimaa;29_30 Kulkuneuvojen valmistus;01 Maatalous ja metsästys;0.0
Uusimaa;31_33 Huonekalujen valmistus: Muu teollinen valmistus: Koneiden ja laitteiden korjaus, huolto ja ase;01 Maatalous ja metsästys;3.104419231414795
Uusimaa;35_39 Energiahuolto: Vesi- ja jätehuolto;01 Maatalous ja metsästys;6.108840465545654
Uusimaa;41_43 Rakentaminen;01 Maatalous ja metsästys;15.637038230895996
Uusimaa;45_47 Tukku- ja vähittäiskauppa, moottoriajoneuvojen ja moottoripyörien korjaus;01 Maatalous ja metsästys;29.153827667236328
Uusimaa;49_53 Kuljetus ja varastointi;01 Maatalous ja metsästys;1.7142075300216675
Uusimaa;55_56 Majoitus- ja ravitsemistoiminta;01 Maatalous ja metsästys;0.2849978804588318
Uusimaa;58_63 Kustannustoiminta: Audiovisuaalinen toiminta: Televiestintä: Tietojenkäsittelypalvelu;01 Maatalous ja metsästys;0.2897122800350189
Uusimaa;64_66 Rahoitus- ja vakuutustoiminta;01 Maatalous ja metsästys;4.123400688171387
Uusimaa;681+68209+683 Muu kiinteistötoiminta;01 Maatalous ja metsästys;0.10505468398332596
Uusimaa;68201_68202 Asuntojen vuokraus ja hallinta;01 Maatalous ja metsästys;0.0
Uusimaa;69_75 Ammatillinen, tieteellinen ja tekninen toiminta;01 Maatalous ja metsästys;3.175694227218628
Uusimaa;77_82 Hallinto- ja tukipalvelutoiminta;01 Maatalous ja metsästys;21.654205322265625
Uusimaa;84 Julkinen hallinto ja sosiaalivakuutus;01 Maatalous ja metsästys;0.6105179190635681
Uusimaa;85 Koulutus;01 Maatalous ja metsästys;0.04234769195318222
Uusimaa;86_88 Terveys- ja sosiaalipalvelut;01 Maatalous ja metsästys;0.0
Uusimaa;90_96 Taiteet, viihde ja virkistys: Muu palvelutoiminta;01 Maatalous ja metsästys;0.3291859030723572
Uusimaa;97_98 Kotitalouspalvelut;01 Maatalous ja metsästys;0.0
Uusimaa;Tuotteet yhteensä;01 Maatalous ja metsästys;176.64511108398438
Uusimaa;Tuoteverot miinus tuotetukipalkkio;01 Maatalous ja metsästys;4.5335845947265625
Uusimaa;Välituotekäyttö/loppukäyttö yhteensä ostajanhintaan;01 Maatalous ja metsästys;181.17868041992188
Uusimaa;Palkansaajakorvaukset;01 Maatalous ja metsästys;33.50547790527344
Uusimaa;Pääomakorvaukset;01 Maatalous ja metsästys;59.3215446472168
Uusimaa;Maankäytön korvaukset;01 Maatalous ja metsästys;10.46850872039795
Uusimaa;Muut tuotantoverot, netto;01 Maatalous ja metsästys;-47.38728332519531
Uusimaa;Arvonlisäys, brutto perushintaan;01 Maatalous ja metsästys;55.90824890136719
Uusimaa;Tuotos perushintaan;01 Maatalous ja metsästys;237.08692932128906
Uusimaa;01 Maatalous ja metsästys;02_03 Metsätalous ja kalatalous;0.0421854704618454
Uusimaa;02_03 Metsätalous ja kalatalous;02_03 Metsätalous ja kalatalous;34.60843276977539
Uusimaa;05_09 Kaivostoiminta ja louhinta;02_03 Metsätalous ja kalatalous;0.16681227087974548
Uusimaa;10_12 Elintarviketeollisuus ym.;02_03 Metsätalous ja kalatalous;0.41833817958831787
Uusimaa;13_15 Tekstiili-, vaatetus- ja nahkateollisuus;02_03 Metsätalous ja kalatalous;0.039679624140262604
Uusimaa;16 Puuteollisuus;02_03 Metsätalous ja kalatalous;0.015470225363969803
Uusimaa;17_18 Paperiteollisuus ja painaminen;02_03 Metsätalous ja kalatalous;0.42671650648117065
Uusimaa;19_22 Kemianteollisuus;02_03 Metsätalous ja kalatalous;10.475567817687988
Uusimaa;23 Rakennusaineteollisuus;02_03 Metsätalous ja kalatalous;0.0
Uusimaa;24_25 Metallien jalostus ja metallituotteiden valmistus (pl. koneet ja laitteet);02_03 Metsätalous ja kalatalous;0.008488824591040611
Uusimaa;26_27 Sähkö- ja elektroniikkateollisuus;02_03 Metsätalous ja kalatalous;0.0061486633494496346
Uusimaa;28 Muiden koneiden ja laitteiden valmistus;02_03 Metsätalous ja kalatalous;0.0
Uusimaa;29_30 Kulkuneuvojen valmistus;02_03 Metsätalous ja kalatalous;0.605921745300293
Uusimaa;31_33 Huonekalujen valmistus: Muu teollinen valmistus: Koneiden ja laitteiden korjaus, huolto ja ase;02_03 Metsätalous ja kalatalous;0.10629613697528839
Uusimaa;35_39 Energiahuolto: Vesi- ja jätehuolto;02_03 Metsätalous ja kalatalous;1.0590282678604126
Uusimaa;41_43 Rakentaminen;02_03 Metsätalous ja kalatalous;0.0359036959707737
Uusimaa;45_47 Tukku- ja vähittäiskauppa, moottoriajoneuvojen ja moottoripyörien korjaus;02_03 Metsätalous ja kalatalous;10.1702299118042
Uusimaa;49_53 Kuljetus ja varastointi;02_03 Metsätalous ja kalatalous;2.2045509815216064
Uusimaa;55_56 Majoitus- ja ravitsemistoiminta;02_03 Metsätalous ja kalatalous;0.4020414352416992
Uusimaa;58_63 Kustannustoiminta: Audiovisuaalinen toiminta: Televiestintä: Tietojenkäsittelypalvelu;02_03 Metsätalous ja kalatalous;0.379790723323822
Uusimaa;64_66 Rahoitus- ja vakuutustoiminta;02_03 Metsätalous ja kalatalous;2.1195011138916016
Uusimaa;681+68209+683 Muu kiinteistötoiminta;02_03 Metsätalous ja kalatalous;0.6619718074798584
Uusimaa;68201_68202 Asuntojen vuokraus ja hallinta;02_03 Metsätalous ja kalatalous;0.0
Uusimaa;69_75 Ammatillinen, tieteellinen ja tekninen toiminta;02_03 Metsätalous ja kalatalous;1.1692389249801636
