REG;COM;IND;value
Uusimaa;01 Maatalous ja metsästys;01 Maatalous ja metsästys;14.408661842346191
Uusimaa;02_03 Metsätalous ja kalatalous;01 Maatalous ja metsästys;0.3243933618068695
Uusimaa;05_09 Kaivostoiminta ja louhinta;01 Maatalous ja metsästys;0.01189064234495163
Uusimaa;10_12 Elintarviketeollisuus ym.;01 Maatalous ja metsästys;6.561164379119873
Uusimaa;13_15 Tekstiili-, vaatetus- ja nahkateollisuus;01 Maatalous ja metsästys;0.006860946770757437
Uusimaa;16 Puuteollisuus;01 Maatalous ja metsästys;0.03469093516469002
Uusimaa;17_18 Paperiteollisuus ja painaminen;01 Maatalous ja metsästys;0.08159833401441574
Uusimaa;19_22 Kemianteollisuus;01 Maatalous ja metsästys;0.9223541021347046
Uusimaa;23 Rakennusaineteollisuus;01 Maatalous ja metsästys;0.041313618421554565
Uusimaa;24_25 Metallien jalostus ja metallituotteiden valmistus (pl. koneet ja laitteet);01 Maatalous ja metsästys;0.5592940449714661
Uusimaa;26_27 Sähkö- ja elektroniikkateollisuus;01 Maatalous ja metsästys;0.14953996241092682
Uusimaa;28 Muiden koneiden ja laitteiden valmistus;01 Maatalous ja metsästys;0.33250170946121216
Uusimaa;29_30 Kulkuneuvojen valmistus;01 Maatalous ja metsästys;0.006579095963388681
Uusimaa;31_33 Huonekalujen valmistus: Muu teollinen valmistus: Koneiden ja laitteiden korjaus, huolto ja ase;01 Maatalous ja metsästys;0.37990251183509827
Uusimaa;35_39 Energiahuolto: Vesi- ja jätehuolto;01 Maatalous ja metsästys;0.4727771282196045
Uusimaa;41_43 Rakentaminen;01 Maatalous ja metsästys;0.770249605178833
Uusimaa;45_47 Tukku- ja vähittäiskauppa, moottoriajoneuvojen ja moottoripyörien korjaus;01 Maatalous ja metsästys;0.2144012749195099
Uusimaa;49_53 Kuljetus ja varastointi;01 Maatalous ja metsästys;0.04908347874879837
Uusimaa;55_56 Majoitus- ja ravitsemistoiminta;01 Maatalous ja metsästys;0.007214206736534834
Uusimaa;58_63 Kustannustoiminta: Audiovisuaalinen toiminta: Televiestintä: Tietojenkäsittelypalvelu;01 Maatalous ja metsästys;0.049466297030448914
Uusimaa;64_66 Rahoitus- ja vakuutustoiminta;01 Maatalous ja metsästys;0.026806680485606194
Uusimaa;681+68209+683 Muu kiinteistötoiminta;01 Maatalous ja metsästys;0.0005323776858858764
Uusimaa;68201_68202 Asuntojen vuokraus ja hallinta;01 Maatalous ja metsästys;1.8377154242799065e-09
Uusimaa;69_75 Ammatillinen, tieteellinen ja tekninen toiminta;01 Maatalous ja metsästys;0.030577436089515686
Uusimaa;77_82 Hallinto- ja tukipalvelutoiminta;01 Maatalous ja metsästys;0.4154878854751587
Uusimaa;84 Julkinen hallinto ja sosiaalivakuutus;01 Maatalous ja metsästys;0.022605231031775475
Uusimaa;85 Koulutus;01 Maatalous ja metsästys;0.0011032193433493376
Uusimaa;86_88 Terveys- ja sosiaalipalvelut;01 Maatalous ja metsästys;4.3574611481744796e-05
Uusimaa;90_96 Taiteet, viihde ja virkistys: Muu palvelutoiminta;01 Maatalous ja metsästys;0.8282715678215027
Uusimaa;97_98 Kotitalouspalvelut;01 Maatalous ja metsästys;0.9321860074996948
Uusimaa;SUM;01 Maatalous ja metsästys;27.641551459481516
Uusimaa;01 Maatalous ja metsästys;02_03 Metsätalous ja kalatalous;0.038450684398412704
Uusimaa;02_03 Metsätalous ja kalatalous;02_03 Metsätalous ja kalatalous;21.479251861572266
Uusimaa;05_09 Kaivostoiminta ja louhinta;02_03 Metsätalous ja kalatalous;0.03845623508095741
Uusimaa;10_12 Elintarviketeollisuus ym.;02_03 Metsätalous ja kalatalous;0.14657486975193024
Uusimaa;13_15 Tekstiili-, vaatetus- ja nahkateollisuus;02_03 Metsätalous ja kalatalous;0.006495520938187838
Uusimaa;16 Puuteollisuus;02_03 Metsätalous ja kalatalous;0.12484613806009293
Uusimaa;17_18 Paperiteollisuus ja painaminen;02_03 Metsätalous ja kalatalous;0.16021478176116943
Uusimaa;19_22 Kemianteollisuus;02_03 Metsätalous ja kalatalous;0.30705559253692627
Uusimaa;23 Rakennusaineteollisuus;02_03 Metsätalous ja kalatalous;0.003432809840887785
Uusimaa;24_25 Metallien jalostus ja metallituotteiden valmistus (pl. koneet ja laitteet);02_03 Metsätalous ja kalatalous;0.00934684183448553
Uusimaa;26_27 Sähkö- ja elektroniikkateollisuus;02_03 Metsätalous ja kalatalous;0.02648255042731762
Uusimaa;28 Muiden koneiden ja laitteiden valmistus;02_03 Metsätalous ja kalatalous;0.050699055194854736
Uusimaa;29_30 Kulkuneuvojen valmistus;02_03 Metsätalous ja kalatalous;0.12561364471912384
Uusimaa;31_33 Huonekalujen valmistus: Muu teollinen valmistus: Koneiden ja laitteiden korjaus, huolto ja ase;02_03 Metsätalous ja kalatalous;0.019073696807026863
Uusimaa;35_39 Energiahuolto: Vesi- ja jätehuolto;02_03 Metsätalous ja kalatalous;0.0892854854464531
Uusimaa;41_43 Rakentaminen;02_03 Metsätalous ja kalatalous;0.0026082193944603205
Uusimaa;45_47 Tukku- ja vähittäiskauppa, moottoriajoneuvojen ja moottoripyörien korjaus;02_03 Metsätalous ja kalatalous;0.07782173901796341
Uusimaa;49_53 Kuljetus ja varastointi;02_03 Metsätalous ja kalatalous;0.04529262334108353
Uusimaa;55_56 Majoitus- ja ravitsemistoiminta;02_03 Metsätalous ja kalatalous;0.01174724381417036
Uusimaa;58_63 Kustannustoiminta: Audiovisuaalinen toiminta: Televiestintä: Tietojenkäsittelypalvelu;02_03 Metsätalous ja kalatalous;0.009287270717322826
Uusimaa;64_66 Rahoitus- ja vakuutustoiminta;02_03 Metsätalous ja kalatalous;0.020128855481743813
Uusimaa;681+68209+683 Muu kiinteistötoiminta;02_03 Metsätalous ja kalatalous;0.0012073174584656954
Uusimaa;68201_68202 Asuntojen vuokraus ja hallinta;02_03 Metsätalous ja kalatalous;1.3394903852770312e-08
Uusimaa;69_75 Ammatillinen, tieteellinen ja tekninen toiminta;02_03 Metsätalous ja kalatalous;0.010374450124800205
Uusimaa;77_82 Hallinto- ja tukipalvelutoiminta;02_03 Metsätalous ja kalatalous;0.06714963912963867
Uusimaa;84 Julkinen hallinto ja sosiaalivakuutus;02_03 Metsätalous ja kalatalous;0.05095885321497917
Uusimaa;85 Koulutus;02_03 Metsätalous ja kalatalous;0.0004711970977950841
Uusimaa;86_88 Terveys- ja sosiaalipalvelut;02_03 Metsätalous ja kalatalous;0.0005155892577022314
Uusimaa;90_96 Taiteet, viihde ja virkistys: Muu palvelutoiminta;02_03 Metsätalous ja kalatalous;0.007897136732935905
Uusimaa;97_98 Kotitalouspalvelut;02_03 Metsätalous ja kalatalous;0.0015920116566121578
Uusimaa;SUM;02_03 Metsätalous ja kalatalous;22.93233192820467
Uusimaa;01 Maatalous ja metsästys;05_09 Kaivostoiminta ja louhinta;0.0003191811265423894
Uusimaa;02_03 Metsätalous ja kalatalous;05_09 Kaivostoiminta ja louhinta;0.0005563640152104199
Uusimaa;05_09 Kaivostoiminta ja louhinta;05_09 Kaivostoiminta ja louhinta;3.6389291286468506
Uusimaa;10_12 Elintarviketeollisuus ym.;05_09 Kaivostoiminta ja louhinta;0.0030211755074560642
Uusimaa;13_15 Tekstiili-, vaatetus- ja nahkateollisuus;05_09 Kaivostoiminta ja louhinta;0.0025287428870797157
Uusimaa;16 Puuteollisuus;05_09 Kaivostoiminta ja louhinta;0.01800154522061348
Uusimaa;17_18 Paperiteollisuus ja painaminen;05_09 Kaivostoiminta ja louhinta;0.012898139655590057
