REG;COM;IND;value
Uusimaa;01 Maatalous ja metsästys;01 Maatalous ja metsästys;3.137892484664917
Uusimaa;02_03 Metsätalous ja kalatalous;01 Maatalous ja metsästys;0.1190720647573471
Uusimaa;05_09 Kaivostoiminta ja louhinta;01 Maatalous ja metsästys;0.005515290889889002
Uusimaa;10_12 Elintarviketeollisuus ym.;01 Maatalous ja metsästys;12.353675842285156
Uusimaa;13_15 Tekstiili-, vaatetus- ja nahkateollisuus;01 Maatalous ja metsästys;0.00541736651211977
Uusimaa;16 Puuteollisuus;01 Maatalous ja metsästys;0.0030070338398218155
Uusimaa;17_18 Paperiteollisuus ja painaminen;01 Maatalous ja metsästys;0.06960814446210861
Uusimaa;19_22 Kemianteollisuus;01 Maatalous ja metsästys;19.08059310913086
Uusimaa;23 Rakennusaineteollisuus;01 Maatalous ja metsästys;0.06928165256977081
Uusimaa;24_25 Metallien jalostus ja metallituotteiden valmistus (pl. koneet ja laitteet);01 Maatalous ja metsästys;0.30684801936149597
Uusimaa;26_27 Sähkö- ja elektroniikkateollisuus;01 Maatalous ja metsästys;0.0019617360085248947
Uusimaa;28 Muiden koneiden ja laitteiden valmistus;01 Maatalous ja metsästys;0.6180685758590698
Uusimaa;29_30 Kulkuneuvojen valmistus;01 Maatalous ja metsästys;0.0
Uusimaa;31_33 Huonekalujen valmistus: Muu teollinen valmistus: Koneiden ja laitteiden korjaus, huolto ja ase;01 Maatalous ja metsästys;2.192345380783081
Uusimaa;35_39 Energiahuolto: Vesi- ja jätehuolto;01 Maatalous ja metsästys;5.1200385093688965
Uusimaa;41_43 Rakentaminen;01 Maatalous ja metsästys;14.877298355102539
Uusimaa;45_47 Tukku- ja vähittäiskauppa, moottoriajoneuvojen ja moottoripyörien korjaus;01 Maatalous ja metsästys;28.891971588134766
Uusimaa;49_53 Kuljetus ja varastointi;01 Maatalous ja metsästys;1.5492080450057983
Uusimaa;55_56 Majoitus- ja ravitsemistoiminta;01 Maatalous ja metsästys;0.26097455620765686
Uusimaa;58_63 Kustannustoiminta: Audiovisuaalinen toiminta: Televiestintä: Tietojenkäsittelypalvelu;01 Maatalous ja metsästys;0.2569807469844818
Uusimaa;64_66 Rahoitus- ja vakuutustoiminta;01 Maatalous ja metsästys;3.6050050258636475
Uusimaa;681+68209+683 Muu kiinteistötoiminta;01 Maatalous ja metsästys;0.10505404323339462
Uusimaa;68201_68202 Asuntojen vuokraus ja hallinta;01 Maatalous ja metsästys;0.0
